Thumb,Index,Middle,Ring,Pinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Letter
0,0,0,0,0,5.26,-8.24,3.25,-0.10,0.03,-0.03,A
0,0,0,0,0,5.20,-8.27,3.01,-0.14,0.02,-0.01,A
0,0,0,0,0,5.19,-8.30,3.21,-0.11,0.06,-0.01,A
0,0,0,0,0,5.26,-8.23,3.15,-0.13,0.05,0.03,A
0,0,0,0,0,5.11,-8.46,3.12,-0.12,-0.00,0.02,A
0,0,0,0,0,5.18,-8.53,3.17,-0.09,0.04,0.02,A
0,0,0,0,0,5.15,-8.37,3.21,-0.12,0.06,-0.01,A
0,0,0,0,0,5.23,-8.29,3.17,-0.17,0.04,0.04,A
0,0,0,0,0,5.14,-8.42,3.09,-0.10,0.04,-0.01,A
0,0,0,0,0,5.15,-8.59,3.12,-0.12,0.05,-0.00,A
0,0,0,0,0,4.81,-8.47,2.88,-0.12,0.04,-0.05,A
0,0,0,0,0,5.15,-8.64,3.39,-0.29,0.36,-0.12,A
0,0,0,0,0,5.46,-8.15,3.60,-0.21,0.25,-0.06,A
0,0,0,0,0,5.48,-8.05,3.51,-0.13,0.04,-0.01,A
0,0,0,0,0,4.99,-8.39,2.98,-0.13,-0.07,0.06,A
0,0,0,0,0,5.02,-8.63,2.96,-0.11,0.03,0.01,A
0,0,0,0,0,5.19,-8.51,3.28,-0.11,0.02,-0.01,A
0,0,0,0,0,5.03,-8.43,3.13,-0.12,-0.01,-0.01,A
0,0,0,0,0,4.97,-8.57,2.91,-0.11,0.07,-0.02,A
0,0,0,0,0,5.15,-8.23,3.36,-0.14,0.17,-0.11,A
0,0,0,0,0,5.45,-8.26,3.71,0.09,-0.07,-0.04,A
0,0,0,0,0,5.27,-8.31,3.19,-0.14,-0.24,0.08,A
0,0,0,0,0,5.43,-8.56,3.76,0.25,-0.07,-0.20,A
0,0,0,0,0,4.84,-8.91,2.38,-0.50,-0.40,0.31,A
0,0,0,0,0,3.88,-9.53,1.25,-1.10,-0.20,0.37,A
0,0,0,0,0,4.21,-8.22,-0.77,-0.85,0.30,-0.02,A
0,0,0,0,0,4.77,-8.55,-0.28,-0.32,0.07,0.11,A
0,0,0,0,0,4.51,-9.45,0.08,0.01,0.00,-0.07,A
0,0,0,0,0,4.45,-8.56,-0.40,0.04,-0.01,0.13,A
0,0,0,0,0,4.35,-9.43,-0.31,-0.01,0.06,0.12,A
0,0,0,0,0,4.01,-8.98,-0.80,-0.30,0.25,0.23,A
0,0,0,0,0,3.19,-9.52,-1.36,-0.59,0.55,0.18,A
0,0,0,0,0,4.10,-8.90,0.59,0.26,0.90,-0.35,A
0,0,0,0,0,4.69,-8.88,1.70,0.71,0.80,-0.90,A
0,0,0,0,0,5.29,-8.15,1.12,0.37,0.35,-0.46,A
0,0,0,0,0,5.91,-7.92,2.08,0.13,0.20,-0.00,A
0,0,0,0,0,5.35,-9.18,1.85,-0.31,0.01,0.03,A
0,0,0,0,0,5.37,-8.59,0.89,-0.58,0.15,-0.26,A
0,0,0,0,0,5.92,-8.07,1.97,-0.02,-0.01,0.04,A
0,3,0,0,0,5.89,-8.27,1.76,-0.03,-0.07,0.09,A
0,0,0,0,0,5.86,-8.46,1.70,-0.08,-0.11,0.07,A
0,2,0,0,0,5.66,-8.26,1.44,-0.23,-0.10,0.02,A
0,16,0,0,0,5.76,-8.34,1.32,-0.18,-0.06,0.05,A
0,0,0,0,0,5.59,-8.44,1.53,-0.01,0.01,0.05,A
0,0,0,0,0,5.61,-8.27,1.48,-0.13,-0.00,0.03,A
0,0,0,0,0,5.54,-8.49,1.41,-0.07,0.00,0.04,A
0,0,0,0,0,5.51,-8.09,1.17,-0.08,-0.06,-0.01,A
0,0,0,0,0,5.52,-8.41,1.13,-0.13,-0.03,-0.03,A
0,0,0,0,0,5.64,-8.36,1.09,-0.08,-0.00,-0.02,A
0,0,0,0,0,5.49,-8.39,1.28,-0.07,0.01,-0.01,A
0,0,0,0,0,5.55,-8.21,1.36,-0.14,0.00,-0.01,A
0,0,0,0,0,5.72,-8.37,1.39,-0.10,0.01,0.03,A
0,0,0,0,0,5.65,-8.43,1.37,-0.06,-0.02,0.00,A
0,0,0,0,0,5.63,-8.34,1.44,0.01,-0.01,-0.02,A
0,0,0,0,0,5.66,-8.40,1.35,-0.09,-0.01,0.03,A
0,0,0,0,0,5.45,-8.70,1.33,-0.15,-0.01,-0.01,A
0,0,0,0,0,5.67,-8.44,1.42,-0.05,0.00,-0.00,A
0,0,0,0,0,5.50,-8.19,1.26,-0.14,0.03,0.03,A
0,0,0,0,0,5.67,-8.48,1.37,-0.12,0.02,0.03,A
0,0,0,0,0,5.49,-8.47,1.39,-0.10,-0.02,0.01,A
0,0,0,0,0,5.46,-8.44,1.24,-0.11,-0.01,0.02,A
0,0,0,0,0,5.43,-8.53,1.29,-0.13,0.01,0.01,A
0,0,0,0,0,5.48,-8.54,1.36,-0.09,0.03,-0.03,A
0,0,0,0,0,5.53,-8.57,1.40,-0.08,0.01,-0.02,A
0,0,0,0,0,5.52,-8.49,1.28,-0.09,-0.00,-0.04,A
0,0,0,0,0,5.66,-8.45,1.34,-0.12,-0.00,-0.01,A
0,0,0,0,0,5.63,-8.43,1.32,-0.11,-0.00,0.01,A
0,0,0,0,0,5.48,-8.39,1.23,-0.10,0.04,-0.02,A
0,0,0,0,0,5.67,-8.28,1.41,-0.08,0.02,0.01,A
0,0,0,0,0,5.54,-8.56,1.25,-0.10,0.00,-0.00,A
0,0,0,0,0,5.56,-8.36,1.34,-0.09,0.03,-0.01,A
0,0,0,0,0,5.56,-8.35,1.28,-0.14,0.04,-0.01,A
0,0,0,0,0,5.71,-8.44,1.34,-0.11,0.04,-0.02,A
0,0,0,0,0,5.60,-8.36,1.26,-0.15,0.02,-0.00,A
0,0,0,0,0,5.59,-8.42,1.27,-0.13,0.03,0.02,A
0,0,0,0,0,5.60,-8.48,1.21,-0.11,0.04,0.02,A
0,0,0,0,0,5.57,-8.45,1.34,-0.10,0.00,0.01,A
0,0,0,0,0,5.43,-8.80,1.25,-0.12,-0.02,0.00,A
0,0,0,0,0,5.57,-8.27,1.14,-0.12,0.04,0.02,A
0,0,0,0,0,5.65,-8.57,1.33,-0.04,0.03,0.14,A
0,0,0,0,0,5.35,-8.48,1.37,-0.09,-0.04,-0.03,A
0,0,0,0,0,5.31,-8.63,1.20,-0.04,0.02,-0.01,A
0,0,0,0,0,5.40,-8.26,1.29,-0.10,0.01,-0.01,A
0,0,0,0,0,5.43,-8.62,1.47,-0.09,0.03,0.09,A
0,0,0,0,0,5.46,-8.48,1.38,-0.11,0.01,-0.02,A
0,0,0,0,0,5.31,-8.49,1.25,-0.09,0.01,-0.02,A
0,0,0,0,0,5.26,-8.57,1.26,-0.10,0.00,0.01,A
0,0,0,0,0,5.24,-8.53,1.18,-0.10,0.01,-0.01,A
0,0,0,0,0,5.34,-8.63,1.30,-0.08,-0.01,-0.01,A
0,0,0,0,0,5.21,-8.62,1.27,-0.11,-0.00,-0.00,A
0,0,0,0,0,5.28,-8.57,1.16,-0.08,0.03,0.02,A
0,0,0,0,0,5.26,-8.59,1.34,-0.08,0.03,-0.01,A
0,0,0,0,0,5.30,-8.61,1.37,-0.11,-0.01,0.00,A
0,0,0,0,0,5.13,-8.62,1.23,-0.10,-0.01,-0.01,A
0,0,0,0,0,5.32,-8.73,1.39,-0.05,0.02,-0.01,A
0,0,0,0,0,5.25,-8.60,1.44,-0.11,0.00,-0.01,A
0,0,0,0,0,5.26,-8.65,1.28,-0.17,0.01,-0.01,A
0,0,0,0,0,5.33,-8.48,1.22,-0.11,0.01,-0.01,A
0,0,0,0,0,5.30,-8.64,1.17,0.01,0.01,0.06,A
0,0,0,0,0,5.07,-8.57,1.05,-0.12,0.01,-0.04,A
0,0,0,0,0,5.24,-8.54,1.29,-0.09,0.06,0.03,A
0,0,0,0,0,5.11,-8.60,1.12,-0.11,-0.00,-0.02,A
0,0,0,0,0,5.30,-8.70,1.17,-0.12,0.03,-0.01,A
0,0,0,0,0,5.25,-8.38,1.19,-0.09,0.02,0.01,A
0,0,0,0,0,5.13,-8.65,1.03,-0.11,0.03,-0.00,A
0,0,0,0,0,5.34,-8.71,1.30,-0.10,0.04,0.01,A
0,0,0,0,0,5.21,-8.60,1.20,-0.10,-0.00,0.00,A
0,0,0,0,0,5.19,-8.72,1.13,-0.11,0.03,-0.01,A
0,0,0,0,0,5.20,-8.64,1.21,-0.11,0.01,-0.03,A
0,0,0,0,0,5.17,-8.74,1.18,-0.11,-0.00,-0.01,A
0,0,0,0,0,5.30,-8.60,1.32,-0.09,0.02,0.01,A
0,0,0,0,0,5.22,-8.64,1.09,-0.11,0.01,0.00,A
0,0,0,0,0,5.23,-8.68,1.30,-0.11,0.01,-0.00,A
0,0,0,0,0,5.31,-8.64,1.21,-0.11,0.02,-0.01,A
0,0,0,0,0,5.29,-8.67,1.11,-0.09,0.00,0.01,A
0,0,0,0,0,5.20,-8.62,1.09,-0.09,0.01,0.01,A
0,0,0,0,0,5.25,-8.61,1.15,-0.10,-0.02,-0.00,A
0,0,0,0,0,5.17,-8.68,1.15,-0.10,0.01,0.00,A
0,0,0,0,0,5.21,-8.77,1.19,-0.11,0.01,-0.01,A
0,0,0,0,0,5.15,-8.59,1.09,-0.12,0.01,-0.01,A
0,0,0,0,0,5.19,-8.89,1.13,-0.11,-0.01,0.00,A
0,0,0,0,0,5.18,-8.59,0.98,-0.11,0.02,-0.03,A
0,0,0,0,0,5.22,-8.59,1.26,-0.09,0.03,0.01,A
0,0,0,0,0,5.17,-8.64,0.97,-0.11,0.01,-0.00,A
0,0,0,0,0,5.22,-8.53,1.09,-0.12,0.00,-0.00,A
0,0,0,0,0,5.23,-8.60,1.01,-0.10,-0.00,-0.01,A
0,0,0,0,0,5.23,-8.68,1.19,-0.08,0.00,0.02,A
0,0,0,0,0,5.12,-8.77,1.04,-0.11,-0.01,-0.00,A
0,0,0,0,0,5.15,-8.64,1.04,-0.09,0.02,-0.01,A
0,0,0,0,0,5.23,-8.72,1.12,-0.07,0.00,0.00,A
0,0,0,0,0,5.18,-8.75,1.09,-0.08,0.00,0.00,A
0,0,0,0,0,5.12,-8.71,1.10,-0.11,0.01,-0.01,A
0,0,0,0,0,5.17,-8.73,1.15,-0.10,0.01,-0.01,A
0,0,0,0,0,5.25,-8.76,1.07,-0.11,0.05,-0.04,A
0,0,0,0,0,5.26,-8.44,1.30,-0.07,0.04,0.01,A
0,0,0,0,0,5.18,-8.57,0.97,-0.10,0.02,-0.00,A
0,0,0,0,0,5.19,-8.65,1.16,-0.10,0.03,-0.01,A
0,0,0,0,0,5.15,-8.72,1.00,-0.08,0.01,-0.00,A
0,0,0,0,0,5.23,-8.67,1.15,-0.10,0.02,-0.01,A
0,0,0,0,0,5.13,-8.66,1.09,-0.12,0.02,-0.02,A
0,0,0,0,0,5.21,-8.68,1.06,-0.10,0.01,-0.00,A
0,0,0,0,0,5.27,-8.65,1.07,-0.09,-0.00,-0.01,A
0,0,0,0,0,5.20,-8.66,1.03,-0.11,-0.02,0.02,A
0,0,0,0,0,5.24,-8.71,1.12,-0.05,0.02,0.00,A
0,0,0,0,0,5.17,-8.77,1.26,-0.09,-0.00,0.00,A
0,0,0,0,0,5.19,-8.62,1.09,-0.10,0.00,0.00,A
0,0,0,0,0,5.09,-8.60,0.80,-0.10,0.02,0.00,A
0,0,0,0,0,5.17,-8.68,1.02,-0.09,0.02,-0.01,A
0,0,0,0,0,5.16,-8.60,1.07,-0.10,0.00,0.02,A
0,0,0,0,0,5.12,-8.74,1.11,-0.13,0.03,-0.01,A
0,0,0,0,0,5.15,-8.73,1.13,-0.12,0.03,-0.01,A
0,0,0,0,0,5.16,-8.57,1.19,-0.10,0.02,-0.03,A
0,0,0,0,0,5.10,-8.71,0.96,-0.09,-0.00,-0.02,A
0,0,0,0,0,5.20,-8.56,1.17,-0.09,0.01,-0.01,A
0,0,0,0,0,5.24,-8.71,1.08,-0.09,0.01,-0.00,A
0,0,0,0,0,5.25,-8.66,1.09,-0.10,0.01,-0.01,A
0,0,0,0,0,5.21,-8.68,1.11,-0.11,0.01,0.01,A
0,0,0,0,0,5.24,-8.61,1.07,-0.10,0.01,0.00,A
0,0,0,0,0,5.19,-8.68,1.00,-0.10,0.00,0.00,A
0,0,0,0,0,5.08,-8.77,0.98,-0.12,0.01,-0.02,A
0,0,0,0,0,5.28,-8.62,0.98,-0.10,0.03,-0.02,A
0,0,0,0,0,5.24,-8.51,1.01,-0.08,0.04,-0.00,A
0,0,0,0,0,5.33,-8.67,1.19,-0.09,-0.00,0.01,A
0,0,0,0,0,5.16,-8.52,0.94,-0.10,0.02,-0.00,A
0,0,0,0,0,5.30,-8.63,1.13,-0.09,-0.00,0.00,A
0,0,0,0,0,5.24,-8.72,1.05,-0.05,0.01,0.01,A
0,0,0,0,0,5.21,-8.71,1.14,-0.05,0.01,0.00,A
0,0,0,0,0,5.21,-8.71,1.05,-0.07,-0.02,0.01,A
0,0,0,0,0,5.03,-8.77,0.93,-0.11,-0.01,0.01,A
0,0,0,0,0,5.13,-8.73,0.86,-0.10,0.03,-0.01,A
0,0,0,0,0,5.14,-8.71,1.06,-0.10,0.01,-0.02,A
0,0,0,0,0,5.20,-8.76,1.11,-0.08,0.02,0.00,A
0,0,0,0,0,5.07,-8.85,1.07,-0.14,0.03,-0.04,A
0,0,0,0,0,5.21,-8.53,0.99,-0.12,0.05,-0.03,A
0,0,0,0,0,5.26,-8.69,1.16,-0.11,0.01,-0.00,A
0,0,0,0,0,5.16,-8.58,0.96,-0.11,0.00,0.00,A
0,0,0,0,0,5.18,-8.67,1.03,-0.10,-0.00,-0.02,A
0,0,0,0,0,5.23,-8.55,0.88,-0.16,0.02,-0.05,A
0,0,0,0,0,5.26,-8.54,0.96,-0.11,0.02,-0.04,A
0,0,0,0,0,5.32,-8.51,0.89,-0.08,0.01,0.01,A
0,0,0,0,0,5.27,-8.60,0.83,-0.08,0.02,-0.01,A
0,0,0,0,0,5.23,-8.61,0.91,-0.11,0.02,-0.02,A
0,0,0,0,0,5.24,-8.62,0.93,-0.11,0.02,-0.01,A
0,0,0,0,0,5.33,-8.46,0.78,-0.09,0.03,0.02,A
0,0,0,0,0,5.22,-8.72,1.08,-0.08,-0.02,-0.01,A
0,0,0,0,0,5.36,-8.41,0.95,-0.09,-0.01,-0.03,A
0,0,0,0,0,5.20,-8.62,0.86,-0.08,0.05,-0.03,A
0,0,0,0,0,5.31,-8.62,1.10,-0.09,0.01,0.02,A
0,0,0,0,0,5.23,-8.72,0.94,-0.09,-0.01,-0.01,A
0,0,0,0,0,5.23,-8.65,0.99,-0.08,0.02,0.00,A
0,0,0,0,0,5.18,-8.65,1.05,-0.09,0.03,-0.00,A
0,0,0,0,0,5.16,-8.58,0.97,-0.13,0.02,-0.00,A
0,0,0,0,0,5.21,-8.70,0.98,-0.10,0.01,-0.01,A
0,0,0,0,0,5.26,-8.59,0.92,-0.10,-0.01,0.01,A
0,0,0,0,0,5.12,-8.60,0.90,-0.09,-0.00,-0.00,A
0,0,0,0,0,5.24,-8.69,0.91,-0.11,0.02,-0.02,A
0,0,0,0,0,5.29,-8.76,1.03,-0.08,0.01,0.01,A
0,0,0,0,0,5.20,-8.71,0.94,-0.10,-0.02,-0.01,A
0,0,0,0,0,5.28,-8.65,0.98,-0.12,0.01,-0.02,A
0,0,0,0,0,5.30,-8.58,0.73,-0.07,0.01,0.03,A
0,0,0,0,0,5.20,-8.73,1.01,-0.07,-0.04,-0.02,A
0,0,0,0,0,5.30,-8.67,0.92,-0.05,-0.04,-0.01,A
0,0,0,0,0,5.24,-8.62,0.91,-0.05,-0.05,-0.02,A
0,0,0,0,0,5.24,-8.64,0.96,-0.06,-0.05,-0.01,A
0,0,0,0,0,5.16,-8.62,0.92,-0.07,-0.04,-0.01,A
0,0,0,0,0,5.18,-8.70,0.90,-0.11,0.03,-0.01,A
0,0,0,0,0,5.24,-8.65,0.85,-0.13,0.03,-0.01,A
0,0,0,0,0,5.17,-8.71,0.98,-0.09,0.02,-0.03,A
0,0,0,0,0,5.18,-8.64,0.96,-0.12,0.03,-0.03,A
0,0,0,0,0,5.29,-8.55,0.91,-0.10,0.04,-0.01,A
0,0,0,0,0,5.17,-8.62,0.66,-0.10,0.03,-0.01,A
0,0,0,0,0,5.17,-8.69,0.91,-0.09,-0.02,-0.00,A
0,0,0,0,0,5.20,-8.67,0.91,-0.11,0.02,-0.02,A
0,0,0,0,0,5.19,-8.64,0.85,-0.11,0.00,-0.00,A
0,0,0,0,0,5.15,-8.68,0.86,-0.10,0.02,-0.02,A
0,0,0,0,0,5.22,-8.64,0.80,-0.09,0.01,-0.00,A
0,0,0,0,0,5.18,-8.66,0.89,-0.11,0.01,-0.01,A
0,0,0,0,0,5.21,-8.62,0.88,-0.09,0.01,0.01,A
0,0,0,0,0,5.17,-8.69,0.77,-0.11,-0.01,0.00,A
0,0,0,0,0,5.24,-8.66,0.91,-0.09,0.01,-0.01,A
0,0,0,0,0,5.26,-8.72,0.93,-0.09,0.01,0.01,A
0,0,0,0,0,5.19,-8.64,0.75,-0.10,0.01,-0.01,A
0,0,0,0,0,5.26,-8.69,0.88,-0.07,0.03,0.00,A
0,0,0,0,0,5.20,-8.69,1.06,-0.11,0.01,-0.00,A
0,0,0,0,0,5.17,-8.73,0.90,-0.11,0.02,-0.02,A
0,0,0,0,0,5.18,-8.70,0.85,-0.12,0.03,-0.01,A
0,0,0,0,0,5.24,-8.67,0.94,-0.12,0.03,-0.02,A
0,0,0,0,0,5.22,-8.55,0.93,-0.11,0.01,-0.01,A
0,0,0,0,0,5.24,-8.51,0.88,-0.10,0.00,-0.01,A
0,0,0,0,0,5.23,-8.67,0.93,-0.11,-0.01,0.01,A
0,0,0,0,0,5.24,-8.59,0.75,-0.09,0.01,0.00,A
0,0,0,0,0,5.15,-8.73,0.86,-0.09,0.01,0.00,A
0,0,0,0,0,5.18,-8.67,0.86,-0.10,0.01,-0.00,A
0,0,0,0,0,5.23,-8.66,0.86,-0.09,0.02,-0.00,A
0,0,0,0,0,5.23,-8.67,0.88,-0.10,0.03,-0.02,A
0,0,0,0,0,5.23,-8.76,0.88,-0.09,0.02,0.00,A
0,0,0,0,0,5.20,-8.71,0.81,-0.09,-0.01,-0.02,A
0,0,0,0,0,5.18,-8.68,0.83,-0.09,-0.01,-0.01,A
0,0,0,0,0,5.01,-8.58,0.76,-0.10,0.01,0.01,A
0,0,0,0,0,5.20,-8.80,0.77,-0.09,0.03,-0.00,A
0,0,0,0,0,5.15,-8.63,0.84,-0.09,0.02,0.00,A
0,0,0,0,0,5.13,-8.72,0.83,-0.10,0.02,0.00,A
0,0,0,0,0,5.21,-8.70,0.86,-0.12,0.02,-0.01,A
0,0,0,0,0,5.23,-8.71,0.94,-0.10,0.02,-0.01,A
0,0,0,0,0,5.12,-8.83,0.91,-0.08,0.03,-0.01,A
0,0,0,0,0,5.18,-8.67,0.74,-0.10,0.02,-0.01,A
0,0,0,0,0,5.20,-8.66,0.88,-0.12,0.00,-0.02,A
0,0,0,0,0,5.12,-8.62,0.70,-0.11,0.00,-0.03,A
0,0,0,0,0,5.35,-8.40,0.90,-0.08,-0.00,-0.03,A
0,0,0,0,0,5.33,-8.76,1.08,-0.06,-0.06,0.05,A
0,0,0,0,0,5.07,-8.77,0.63,-0.19,-0.06,-0.02,A
0,0,0,0,0,5.17,-8.31,0.39,-0.03,0.02,0.04,A
0,0,0,0,0,5.34,-8.69,1.50,0.83,-0.30,-0.16,A
0,0,0,0,0,5.30,-8.89,2.24,0.51,-0.49,0.04,A
0,0,0,0,0,5.49,-8.30,2.20,0.20,-0.54,-0.17,A
0,0,0,0,0,5.87,-8.13,3.02,0.41,-0.27,-0.15,A
0,0,0,0,0,6.37,-7.73,3.57,0.07,-0.03,-0.07,A
0,496,0,0,0,6.37,-7.57,3.17,-0.08,0.08,0.00,A
0,550,0,0,0,6.29,-7.32,3.36,-0.03,0.07,-0.00,A
0,591,0,0,0,6.20,-7.50,3.61,-0.13,0.08,0.07,A
0,869,0,0,0,6.30,-7.63,3.59,-0.07,0.06,0.05,A
0,418,0,0,0,5.49,-7.25,2.96,0.51,1.08,-0.03,A
0,0,0,0,0,5.89,-8.32,3.19,-0.03,-0.13,-0.04,A
0,0,0,0,0,5.83,-7.68,2.79,0.21,-0.16,-0.11,A
0,0,0,0,0,5.97,-8.07,3.43,0.11,-0.09,-0.11,A
0,0,0,0,0,6.05,-7.47,3.30,0.01,-0.04,0.00,A
0,0,0,0,0,6.22,-7.56,3.68,0.06,-0.00,-0.02,A
0,0,0,0,0,6.22,-7.27,3.59,-0.29,0.02,0.11,A
0,0,0,0,0,6.01,-7.73,3.43,-0.16,-0.04,0.14,A
0,0,0,0,0,5.79,-8.27,3.23,-0.06,0.01,-0.00,A
0,0,0,0,0,6.29,-7.44,3.69,-0.21,0.03,-0.00,A
0,0,0,0,0,5.86,-8.08,3.35,-0.17,0.01,0.00,A
0,0,0,0,0,5.97,-7.73,3.29,-0.09,0.01,-0.02,A
0,0,0,0,0,6.03,-7.83,3.29,-0.09,0.02,-0.02,A
0,0,0,0,0,6.06,-7.83,3.19,-0.07,0.01,-0.02,A
0,0,0,0,0,6.01,-7.89,3.43,-0.05,0.01,-0.00,A
0,0,0,0,0,6.00,-7.78,3.25,-0.13,0.03,-0.01,A
0,0,0,0,0,5.98,-7.81,3.32,-0.09,0.01,-0.01,A
0,0,0,0,0,6.03,-7.84,3.26,-0.11,0.00,-0.02,A
0,0,0,0,0,6.08,-7.79,3.28,-0.09,0.03,-0.02,A
0,0,0,0,0,5.97,-7.73,3.31,-0.08,0.03,-0.01,A
0,0,0,0,0,6.03,-8.14,3.43,0.10,0.07,-0.03,A
0,0,0,0,0,5.94,-7.74,3.44,-0.13,0.03,0.06,A
0,0,0,0,0,5.89,-7.66,3.43,-0.11,0.04,0.03,A
0,0,0,0,0,5.89,-8.03,3.79,-0.07,0.04,-0.01,A
0,0,0,0,0,5.85,-7.91,3.64,-0.11,0.02,0.01,A
0,0,0,0,0,5.77,-7.88,3.64,-0.13,0.01,-0.02,A
0,0,0,0,0,5.91,-7.83,3.71,-0.10,-0.01,-0.05,A
0,0,0,0,0,5.78,-7.73,3.44,-0.11,-0.03,-0.03,A
0,0,0,0,0,5.95,-7.92,3.60,-0.12,-0.02,-0.04,A
0,0,0,0,0,6.04,-7.67,3.38,-0.11,-0.01,-0.05,A
0,0,0,0,0,6.01,-7.61,3.35,-0.11,-0.01,-0.03,A
0,0,0,0,0,6.02,-7.83,3.30,-0.09,-0.00,-0.03,A
0,0,0,0,0,5.85,-7.68,3.43,-0.13,-0.02,-0.01,A
0,83,0,0,0,6.08,-7.86,3.53,-0.08,0.00,0.01,A
0,268,0,0,0,6.00,-7.77,3.49,-0.11,-0.03,0.01,A
0,507,0,0,0,6.08,-7.84,3.29,-0.12,-0.01,-0.00,A
0,1584,0,0,0,5.87,-7.82,3.37,-0.14,0.04,-0.01,A
0,1505,0,0,0,5.98,-7.81,3.34,-0.09,-0.03,0.01,A
0,1145,0,0,0,5.84,-7.86,3.23,-0.07,0.02,-0.01,A
0,1074,0,0,0,5.88,-7.94,3.21,-0.12,0.00,0.01,A
0,1262,0,0,0,5.80,-7.96,2.96,-0.14,-0.02,0.02,A
0,1392,0,0,0,5.83,-8.00,3.25,-0.11,-0.01,0.00,A
0,1518,0,0,0,5.89,-7.99,3.22,-0.15,-0.01,0.00,A
0,1519,0,0,0,5.85,-8.00,3.10,-0.16,0.07,0.03,A
0,1501,0,0,0,5.80,-8.17,3.06,-0.10,-0.02,-0.01,A
0,1628,0,0,0,5.70,-7.89,2.79,-0.22,0.11,0.12,A
0,0,0,0,0,5.59,-8.85,3.13,-0.50,0.34,0.09,A
191,0,78,0,48,5.16,-8.34,2.60,-0.66,-0.09,0.44,A
0,37,58,0,0,4.51,-7.45,1.96,-1.53,-0.10,0.59,A
0,271,197,0,374,3.29,-8.87,0.70,0.10,0.04,-0.16,A
258,0,0,0,0,5.14,-10.28,3.16,0.12,-0.49,-0.05,A
0,1412,1286,458,44,3.24,-8.02,-0.57,-0.18,0.59,-0.07,A
0,0,0,0,0,4.50,-10.05,1.85,0.35,-0.26,-0.20,A
115,821,135,0,0,4.18,-9.43,0.59,-1.02,0.11,0.59,A
299,0,67,0,0,3.52,-9.01,1.08,-0.03,0.02,-0.21,A
150,0,45,0,0,3.66,-9.52,-0.31,-0.49,-0.16,0.13,A
125,1411,1421,324,347,3.33,-8.69,-2.08,-0.05,0.44,0.00,A
311,0,0,0,0,3.75,-9.64,-0.19,-0.03,0.04,-0.08,A
0,0,0,0,0,3.63,-9.37,-0.10,-0.25,0.15,0.08,A
0,0,0,0,0,3.73,-9.91,-0.75,-0.38,0.15,0.03,A
304,0,0,0,0,3.17,-8.77,-0.83,-0.39,0.13,0.24,A
47,0,0,0,0,3.72,-9.28,-0.67,-0.06,0.24,-0.21,A
45,0,0,0,0,3.98,-8.80,-0.90,-0.15,0.30,0.14,A
0,222,0,0,0,3.26,-7.87,-0.06,-1.45,0.49,0.78,A
0,401,22,0,0,4.44,-8.75,-2.15,0.29,-0.24,-0.26,A
35,0,0,0,0,4.20,-9.27,-0.15,-0.02,-0.20,0.05,A
0,0,0,0,0,3.90,-9.12,-0.49,-0.30,-0.08,0.18,A
0,0,0,0,0,3.47,-9.20,-0.38,-0.14,-0.14,0.12,A
0,0,0,0,0,3.37,-9.33,-0.77,-0.22,-0.03,0.08,A
0,0,0,0,0,3.32,-9.25,-0.92,-0.14,-0.05,0.06,A
0,0,0,0,0,3.20,-9.40,-1.04,-0.15,-0.01,0.02,A
0,0,0,0,0,3.23,-9.25,-1.05,-0.11,-0.00,-0.02,A
0,0,0,0,0,3.33,-9.23,-1.09,-0.10,-0.00,-0.02,A
0,0,0,0,0,3.23,-9.26,-0.97,-0.07,0.01,-0.01,A
0,0,0,0,0,3.17,-9.29,-1.05,-0.15,-0.16,0.01,A
0,0,0,0,0,3.13,-9.25,-1.23,-0.19,-0.01,0.05,A
0,0,0,0,0,3.11,-9.09,-1.25,-0.21,0.03,0.09,A
0,0,0,0,0,3.13,-9.25,-1.34,-0.13,-0.02,-0.01,A
0,0,0,0,0,3.04,-9.31,-1.38,-0.06,-0.02,-0.04,A
0,0,0,0,0,3.16,-9.39,-1.26,-0.07,0.06,-0.05,A
0,0,0,0,0,3.24,-9.15,-1.23,-0.06,0.05,-0.07,A
0,0,0,0,0,3.33,-9.08,-1.08,-0.16,0.01,-0.00,A
0,0,0,0,0,3.18,-9.26,-1.39,-0.13,0.02,0.01,A
0,0,0,0,0,3.32,-9.03,-1.24,-0.10,0.02,-0.02,A
0,0,0,0,0,3.29,-9.18,-1.28,-0.11,-0.01,0.02,A
0,0,0,0,0,3.17,-9.28,-1.36,-0.11,0.00,0.00,A
0,0,0,0,0,3.13,-9.31,-1.38,-0.13,0.03,0.04,A
0,0,0,0,0,3.10,-9.29,-1.25,-0.09,-0.00,-0.00,A
0,0,0,0,0,3.07,-9.30,-1.37,-0.07,0.01,-0.02,A
0,0,0,0,0,3.13,-9.17,-1.35,-0.11,0.01,-0.00,A
0,0,0,0,0,3.16,-9.31,-1.35,-0.11,0.02,-0.02,A
0,0,0,0,0,3.21,-9.19,-1.40,-0.09,0.01,-0.00,A
0,0,0,0,0,3.12,-9.16,-1.53,-0.08,0.02,-0.03,A
0,0,0,0,0,3.11,-9.13,-1.43,-0.12,-0.00,0.01,A
0,0,0,0,0,3.14,-9.30,-1.41,-0.10,0.01,-0.00,A
0,0,0,0,0,3.07,-9.36,-1.48,-0.11,0.01,0.01,A
