Thumb,Index,Middle,Ring,Pinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Letter
0,0,0,0,0,-9.33,-3.11,-7.17,-0.29,-2.37,0.80,S
0,0,0,0,0,-4.94,-2.11,-7.80,0.05,-0.16,0.13,S
0,0,0,0,0,-4.61,-1.85,-6.18,-0.07,0.19,-0.12,S
0,0,0,0,0,-5.23,-1.84,-7.02,0.07,-0.35,0.08,S
0,0,0,0,0,-5.46,-1.56,-6.89,-0.12,-0.05,0.02,S
0,0,0,0,0,-5.39,-1.73,-6.87,-0.30,0.32,-0.03,S
0,0,0,0,0,-5.36,-1.24,-6.47,0.31,-0.33,0.18,S
0,0,0,0,0,-5.80,-1.96,-6.81,-0.16,0.05,-0.03,S
0,0,0,0,0,-5.68,-1.81,-6.76,-0.12,-0.16,0.01,S
0,0,0,0,0,-5.55,-1.64,-6.74,-0.14,0.04,-0.01,S
0,0,0,0,0,-5.99,-1.75,-6.63,-0.17,-0.01,-0.00,S
0,0,0,0,0,-5.65,-1.74,-6.67,-0.08,-0.01,-0.00,S
0,0,0,334,0,-5.77,-1.69,-6.59,-0.14,0.05,-0.03,S
0,0,0,602,0,-5.77,-1.90,-6.69,-0.12,0.02,-0.01,S
0,0,0,866,0,-5.92,-1.92,-6.75,-0.06,-0.06,0.00,S
0,0,0,892,0,-5.85,-1.66,-6.56,-0.03,-0.07,-0.00,S
0,0,0,1046,0,-5.68,-1.80,-6.42,0.03,-0.14,-0.00,S
0,0,0,1047,55,-5.77,-1.61,-6.27,-0.08,-0.01,-0.03,S
0,0,0,1328,239,-6.00,-1.79,-6.50,-0.09,-0.02,-0.02,S
0,0,0,1407,274,-6.18,-1.98,-6.42,-0.05,-0.12,0.00,S
0,0,0,1565,366,-6.31,-1.93,-6.35,-0.10,-0.09,0.00,S
0,0,0,1602,475,-6.22,-1.95,-6.21,-0.14,0.08,-0.02,S
0,0,0,1485,338,-6.30,-1.81,-6.20,-0.08,-0.09,0.03,S
0,0,0,1628,342,-6.22,-1.87,-6.22,-0.05,-0.02,-0.01,S
0,0,0,1502,365,-6.16,-1.83,-6.20,-0.10,0.06,-0.02,S
0,0,0,0,0,-5.43,-1.37,-6.94,-0.09,-0.06,0.05,S
0,0,0,0,0,-5.72,-1.43,-6.47,-0.13,-0.02,0.05,S
0,0,0,0,0,-6.15,-1.05,-7.15,-0.18,0.15,0.01,S
0,0,0,0,235,-6.00,-1.14,-6.07,-0.06,-0.01,-0.03,S
0,0,0,0,128,-6.41,-1.48,-6.69,-0.12,0.02,0.00,S
0,0,0,0,0,-6.56,-1.40,-6.80,-0.27,0.15,0.02,S
0,0,0,0,1697,-5.96,-1.15,-6.87,0.05,0.10,0.00,S
0,0,0,0,2320,-5.78,-1.15,-6.39,-0.15,-0.15,-0.01,S
0,0,0,0,2587,-5.94,-1.18,-6.56,-0.07,-0.16,-0.00,S
0,0,0,0,2864,-6.05,-1.01,-6.28,-0.05,-0.24,-0.04,S
0,0,0,0,2907,-6.13,-1.19,-6.35,-0.08,-0.10,-0.00,S
